Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Free Zones,2000,1131457.02,898176.33,100.0,100,,,,8.45,5.13,21082.0,88.08,10.7,1.03,0.2,835.55,0.0,348935.39,1406396.31,1059313.68,11.84,7.92,666971.0,73.38,19.47,107.93,118.26,3000.0,0.0,2359608.62,2464258.62,1451.37
Faeroe Islands,2000,669142.34,413125.73,100.0,100,1.0,5.64,5.64,3.76,5.3,6215.0,25.95,71.73,0.06,2.25,292.75,0.0,1768.62,653335.02,89980.76,11.4,13.36,113158.0,73.8,21.54,43.22,41.64,2655.76,0.0,629057.02,743315.78,0.0
"Micronesia, Fed. Sts.",2000,87924.17,70546.43,100.0,100,,,,12.08,30.53,311.0,75.88,21.54,0.0,2.57,60.0,0.0,0.0,68561.81,976.91,15.69,13.55,25040.0,73.15,18.03,353.7,356.27,3000.0,0.0,34445.16,69538.72,0.0
Gabon,2000,1780731.87,3438065.82,100.0,100,1.0,2.86,2.86,13.96,3.28,4828.0,15.14,82.85,0.54,1.47,3000.0,0.0,2776120.69,3784098.96,82309.95,10.6,4.74,97954.0,68.46,26.61,53.15,46.98,3000.0,0.0,3813883.52,3866408.91,0.0
United Kingdom,2000,332635324.2,281586693.85,100.0,100,1.0,9.01,9.01,11.17,9.54,275566.0,63.75,31.36,2.67,2.22,3000.0,0.0,76475818.43,114107769.21,240463.39,11.72,9.12,902914.0,72.09,20.52,11.23,12.97,3000.0,0.0,103029102.76,114348199.14,33.46
Georgia,2000,1206969.06,647538.83,100.0,100,1.0,8.45,8.45,6.18,1.97,13186.0,43.37,46.87,1.45,8.31,292.75,0.0,139322.87,360861.23,392341.46,10.42,7.26,318167.0,71.23,21.91,78.94,86.57,3000.0,0.0,729927.07,753202.69,0.0
Ghana,2000,3697941.62,2053258.33,100.0,100,1.0,-1.73,-1.73,10.48,2.5,12899.0,20.31,72.07,0.96,6.66,1289.58,0.0,69890.42,2456990.79,114520.61,13.53,9.56,324143.0,71.95,19.57,85.49,127.58,3000.0,0.0,2221049.11,2571511.4,0.0
Gibraltar,2000,3230730.26,72834.67,100.0,100,,,,4.36,1.41,2624.0,37.84,58.12,2.67,1.37,50.0,0.0,69.76,9499.82,47870.46,11.12,12.3,91580.0,71.41,23.45,121.0,58.35,3000.0,0.0,43325.71,57370.27,0.0
Guinea,2000,969373.36,930155.58,100.0,100,1.0,5.3,5.3,6.27,0.43,4268.0,14.78,82.31,0.75,2.16,887.46,0.0,16.81,133677.72,1025444.78,12.83,6.98,107020.0,70.51,22.99,72.07,90.91,3000.0,0.0,206266.99,1159122.5,0.0
"Gambia, The",2000,397868.57,48088.53,100.0,100,1.0,-0.46,-0.46,6.79,1.64,3328.0,12.47,85.79,0.15,1.59,170.0,0.0,64.8,18256.52,57980.17,12.05,12.81,103351.0,71.01,23.79,90.2,71.3,3000.0,0.0,22026.33,76211.55,25.14
Guinea-Bissau,2000,131746.67,130267.57,100.0,100,,,,4.5,0.38,940.0,10.96,88.4,0.0,0.64,50.0,0.0,0.0,12364.34,121637.26,11.84,10.99,28432.0,70.48,26.19,57.34,43.62,2000.61,0.0,70375.7,134001.61,0.0
Equatorial Guinea,2000,415458.56,1256663.32,100.0,100,,,,5.03,0.35,873.0,21.19,77.78,0.34,0.69,65.0,0.0,2.02,209867.34,1712308.85,10.16,4.53,34424.0,67.1,28.83,99.2,61.28,688.07,0.0,1885861.45,1922176.19,0.0
Greece,2000,30178771.74,9938109.69,100.0,100,1.0,-1.57,-1.57,9.03,10.69,54854.0,58.71,35.5,2.3,3.49,3000.0,0.0,935708.33,3458790.59,119972.53,12.38,12.91,763687.0,73.11,19.36,46.51,58.36,3000.0,0.0,3368985.42,3578763.12,0.0
Grenada,2000,222449.6,60858.05,100.0,100,1.0,8.67,8.67,13.96,7.34,1755.0,35.38,54.7,6.38,3.53,400.0,0.0,8649.08,46973.22,22618.23,14.85,15.21,95491.0,70.69,21.23,199.54,240.11,3000.0,0.0,45564.74,69591.45,0.0
Greenland,2000,722169.47,423894.19,100.0,100,1.0,-6.65,-6.65,7.12,9.54,4087.0,50.87,38.46,0.51,10.15,717.68,0.0,43037.41,626313.64,21479.22,11.62,16.73,87012.0,70.83,23.12,52.85,76.05,3000.0,0.0,287815.78,647792.86,0.0
Guatemala,2000,5665306.05,4735553.45,100.0,100,,,,6.05,11.84,23783.0,47.48,48.13,0.82,3.58,2992.05,0.0,1746019.04,5093698.83,53880.68,12.72,19.31,634605.0,73.01,19.23,88.24,118.95,3000.0,0.0,4760239.95,5147579.52,0.0
Guam,2000,500421.67,127727.8,100.0,100,,,,7.33,9.1,822.0,64.6,30.66,2.68,2.07,60.0,0.0,51815.59,92269.95,4537.73,13.08,10.3,62924.0,73.73,20.79,239.9,179.2,3000.0,0.0,94590.71,96807.68,0.0
Guyana,2000,481774.45,612991.45,100.0,100,1.0,9.31,9.31,12.89,14.6,5227.0,35.74,48.33,8.69,7.25,274.5,0.0,159125.36,702573.91,66858.89,14.9,24.58,197912.0,72.85,18.33,124.45,209.49,3000.0,0.0,503330.44,769432.8,0.0
"Hong Kong, China",2000,202090587.08,56752684.7,100.0,100,1.0,8.84,8.84,9.44,9.07,189507.0,73.56,22.4,1.18,2.87,3000.0,0.0,35933250.66,66383212.87,129257.03,11.61,11.21,861388.0,72.68,20.2,15.67,16.71,3000.0,0.0,61507702.2,66511916.11,553.78
Heard Island and McDonald Isla,2000,1120.29,369.16,100.0,100,,,,15.64,23.03,48.0,79.17,14.58,0.0,6.25,37.5,0.0,0.0,595.85,14.32,14.7,36.19,6371.0,72.91,19.02,600.0,470.83,3000.0,0.0,599.4,610.17,0.0
Honduras,2000,4229312.6,3979197.37,100.0,100,1.0,2.81,2.81,6.03,11.42,13327.0,41.67,53.48,0.77,4.08,493.74,0.0,214463.14,4365645.92,89406.24,13.28,20.07,451125.0,72.49,19.45,111.65,161.02,3000.0,0.0,4092945.23,4455052.16,0.0
Croatia,2000,11765073.36,3190168.27,100.0,100,1.0,0.7,0.7,8.04,9.52,9793.0,66.97,26.54,0.41,6.09,691.77,0.0,19141.15,484639.72,40368.91,13.29,9.71,291152.0,73.03,19.48,102.16,120.39,3000.0,0.0,452032.44,525008.63,0.0
Haiti,2000,1059386.29,330044.36,100.0,100,,,,6.22,7.73,3069.0,27.5,69.05,1.73,1.73,350.0,0.0,1591.83,320723.21,35777.55,14.96,19.13,113232.0,76.08,17.46,117.4,121.18,3000.0,0.0,333163.32,356500.76,0.0
Hungary,2000,30705269.07,29455719.78,100.0,100,1.0,7.02,7.02,8.71,8.54,49951.0,60.06,35.69,1.1,3.15,3000.0,0.0,2718014.11,6750338.06,77362.65,12.38,9.79,642255.0,72.92,19.4,42.98,55.76,3000.0,0.0,6390338.91,6827700.71,0.0
Indonesia,2000,35734082.43,65812751.29,100.0,100,1.0,18.16,18.16,8.99,7.86,131634.0,64.83,31.06,1.02,3.09,3000.0,0.0,23929278.28,75537707.94,1015777.59,11.81,10.39,800033.0,72.89,20.05,20.34,22.57,3000.0,0.0,69977535.58,76553072.81,412.71
India,2000,57582304.52,46222006.82,100.0,100,1.0,2.89,2.89,8.74,9.46,210341.0,63.91,31.81,1.06,3.23,3000.0,0.0,17270161.14,56872798.91,275190.99,11.68,13.79,871992.0,72.37,20.44,14.17,15.66,3000.0,0.0,43462909.57,57147917.55,72.36
British Indian Ocean Ter.,2000,41871.57,60334.68,100.0,100,,,,7.22,0.45,897.0,33.22,64.88,0.89,1.0,297.52,0.0,1019.13,3183.37,56895.67,12.67,11.41,49635.0,71.95,22.48,133.78,174.8,1823.76,0.0,19697.3,60079.04,0.0
Ireland,2000,51317984.21,80445123.61,100.0,100,1.0,3.71,3.71,8.74,7.49,56536.0,60.15,36.09,1.52,2.24,3000.0,0.0,9488993.43,30015065.83,214711.71,12.01,7.35,654373.0,72.87,19.74,38.73,46.83,3000.0,0.0,27901856.31,30229777.53,0.0
"Iran, Islamic Rep.",2000,19008302.45,25730110.55,100.0,100,1.0,3.9,3.9,9.42,4.16,34152.0,59.78,32.87,1.47,5.88,638.7,0.0,29481988.53,32270565.89,153007.37,12.52,5.1,524576.0,72.49,19.76,50.8,68.26,3000.0,0.0,32018941.99,32423573.26,0.0
Iraq,2000,4357674.38,16679386.63,100.0,100,,,,35.03,4.59,902.0,66.85,26.27,4.99,1.88,220.0,0.0,21789940.32,21892207.94,2114.64,10.03,4.07,84449.0,69.64,24.64,312.2,222.95,3000.0,0.0,21870443.63,21894322.58,0.0
Iceland,2000,4374269.07,2215436.51,100.0,100,1.0,5.62,5.62,6.8,5.71,27456.0,58.53,34.58,1.56,5.33,1437.65,0.0,769200.84,3486661.86,88982.56,12.14,11.33,392013.0,72.27,20.54,44.53,58.13,3000.0,0.0,2806053.82,3575644.43,0.0
Israel,2000,47520266.25,30985484.0,100.0,100,1.0,7.23,7.23,5.36,3.58,116348.0,29.12,65.22,1.36,4.31,1437.65,0.0,9318500.08,38293401.79,878713.42,11.72,9.31,728823.0,72.74,20.01,21.25,24.14,3000.0,0.0,24770560.25,39172115.21,0.0
Italy,2000,217944935.81,221079558.47,100.0,100,1.0,2.21,2.21,11.7,11.89,281450.0,67.63,28.57,1.36,2.43,3000.0,0.0,53392524.16,88392298.27,114372.78,11.74,11.3,902460.0,72.12,20.46,10.99,12.8,3000.0,0.0,83620179.23,88506669.31,1.75
Jamaica,2000,3281787.44,1609253.6,100.0,100,1.0,4.84,4.84,10.37,5.88,11814.0,37.52,51.34,5.99,5.15,393.61,0.0,210275.84,1651078.25,396663.1,14.6,18.05,301316.0,72.18,18.65,88.56,145.22,3000.0,0.0,1133583.71,2047741.35,0.0
Jordan,2000,5111313.1,1205546.13,100.0,100,1.0,11.11,11.11,10.6,6.53,17177.0,45.68,46.86,1.82,5.64,3000.0,0.0,34865.46,1131545.06,73432.67,12.91,8.17,437403.0,72.58,19.34,86.31,119.29,3000.0,0.0,810522.16,1204977.73,0.0
Japan,2000,345774331.47,513854403.87,100.0,100,1.0,10.67,10.67,9.03,9.17,310493.0,72.25,23.25,1.22,3.28,3000.0,0.0,395821356.61,591836592.72,16834.94,11.53,9.66,898137.0,72.18,20.53,9.93,11.17,3000.0,0.0,561738029.45,591848638.23,4789.43
Kazakhstan,2000,6279048.98,9039712.5,100.0,100,1.0,17.06,17.06,7.96,2.21,7588.0,49.78,46.43,1.4,2.4,235.0,0.0,175820.83,3944336.77,4749567.44,10.93,5.28,241681.0,69.79,22.5,111.43,134.32,3000.0,0.0,8392838.78,8693904.21,0.0
Kenya,2000,3187447.77,1681463.35,100.0,100,1.0,1.88,1.88,7.4,10.83,21189.0,41.03,55.88,0.63,2.46,1386.24,0.0,729991.92,2542185.98,59289.84,12.25,17.74,683232.0,72.92,19.51,108.21,135.92,3000.0,0.0,1778297.9,2601475.83,0.0
Kyrgyz Republic,2000,555728.69,404166.51,100.0,100,1.0,,,16.47,2.2,2444.0,60.31,32.94,1.64,5.11,342.17,0.0,390.44,118103.33,235910.42,10.37,6.7,145128.0,71.41,21.76,191.69,214.03,3000.0,0.0,351696.81,354013.74,0.0
Cambodia,2000,2101651.23,1510353.55,100.0,100,1.0,,,7.58,5.44,8776.0,27.36,69.51,0.27,2.86,121.42,0.0,246553.65,1881456.59,17956.2,14.25,18.92,193963.0,74.53,18.8,63.38,84.2,3000.0,0.0,1878137.31,1899404.89,7.9
Kiribati,2000,42127.26,22217.63,100.0,100,,,,4.49,26.75,627.0,14.83,85.01,0.16,0.0,60.0,0.0,0.26,19582.54,711.77,9.75,10.64,22490.0,68.65,28.15,76.87,38.12,245.17,0.0,1708.63,20294.31,0.0
St. Kitts and Nevis,2000,158872.43,79160.22,100.0,100,1.0,13.19,13.19,9.08,2.32,1985.0,21.81,59.55,10.28,8.36,80.0,0.0,6108.99,38756.14,73680.18,13.74,12.68,92691.0,73.11,18.0,185.99,228.92,3000.0,0.0,111699.43,112436.32,0.0
"Korea, Rep.",2000,142094905.67,174445818.57,100.0,100,1.0,15.76,15.76,9.02,8.29,221116.0,73.7,22.99,0.93,2.38,3000.0,0.0,110733887.03,193993819.89,436760.91,11.5,9.09,870100.0,72.52,20.36,13.53,14.51,3000.0,0.0,188434663.96,194429473.24,1107.56
Kuwait,2000,8347319.97,19271806.04,100.0,100,1.0,,,14.62,4.82,11285.0,57.92,38.59,1.76,1.73,580.69,0.0,22444837.9,24548771.42,53579.49,12.61,5.34,332163.0,74.27,19.02,95.45,101.89,3000.0,0.0,24504605.39,24602350.91,0.0
Lao PDR,2000,647918.73,364053.55,100.0,100,,,,8.65,4.57,4696.0,21.59,69.34,0.98,8.09,206.71,0.0,7267.18,375538.66,12905.62,15.58,16.94,106540.0,73.98,17.4,67.21,128.26,3000.0,0.0,365114.0,388444.28,0.0
Lebanon,2000,8127875.84,890343.53,100.0,100,1.0,0.17,0.17,10.79,7.38,25192.0,41.35,45.59,2.8,10.26,3000.0,0.0,75472.5,750996.69,246540.78,13.37,11.7,448101.0,73.55,18.52,59.65,81.38,3000.0,0.0,751436.09,997537.47,0.0
Liberia,2000,6936967.08,771945.13,100.0,100,,,,9.33,1.85,2530.0,20.59,71.07,0.24,8.1,161.1,0.0,37.76,803932.85,378376.98,11.45,5.94,99824.0,69.6,23.28,123.32,157.91,3000.0,0.0,958389.8,1182309.83,0.0
Libya,2000,6057561.59,13889953.48,100.0,100,,,,12.12,3.17,4139.0,37.98,58.78,0.94,2.3,225.0,0.0,3257913.07,25391706.81,456925.44,10.65,4.7,106696.0,70.75,23.85,80.45,58.85,3000.0,0.0,25358410.49,25848632.25,0.0
St. Lucia,2000,811857.93,913721.17,100.0,100,1.0,0.07,0.07,12.16,16.94,2903.0,34.24,46.54,11.99,7.23,181.38,0.0,16621.04,124927.17,12969.41,14.47,32.16,136488.0,71.1,18.79,177.61,297.86,3000.0,0.0,136055.64,137896.58,0.0
Sri Lanka,2000,7337876.68,5067746.61,100.0,100,1.0,7.58,7.58,12.15,10.65,38946.0,62.61,29.89,1.21,6.29,3000.0,0.0,754261.77,6685927.37,57793.08,13.51,17.4,520693.0,73.77,18.2,44.24,63.17,3000.0,0.0,5746066.91,6743720.44,0.0
Lesotho,2000,91309.23,175711.09,100.0,100,1.0,,,9.06,6.62,1203.0,18.62,75.81,0.0,5.57,134.07,0.0,0.0,156462.51,40306.03,15.34,17.44,44361.0,70.56,21.97,133.83,141.73,3000.0,0.0,158243.38,196768.54,0.0
Lithuania,2000,6235342.4,3646520.58,100.0,100,1.0,6.24,6.24,5.75,6.51,13467.0,50.66,44.69,2.29,2.35,1305.07,0.0,222743.91,742506.09,156866.77,12.96,13.01,425517.0,73.37,18.75,106.93,142.07,3000.0,0.0,784676.38,899372.86,0.0
Luxembourg,2000,11170423.46,6889957.79,100.0,100,1.0,1.18,1.18,7.13,7.25,12105.0,60.64,36.76,0.78,1.83,3000.0,0.0,94540.92,983909.56,32457.2,10.87,7.97,345578.0,74.04,19.74,95.28,82.35,3000.0,0.0,950362.25,1016366.77,0.0
Latvia,2000,5741428.04,2970682.46,100.0,100,1.0,24.16,24.16,4.76,3.9,10517.0,42.67,54.24,1.07,2.02,1067.38,0.0,453990.03,802778.08,79992.3,12.45,9.49,412762.0,73.51,19.54,124.48,148.17,3000.0,0.0,807497.84,882770.38,0.0
Macao,2000,2841854.8,2588492.52,100.0,100,1.0,3.54,3.54,6.44,11.32,17981.0,63.38,33.25,0.31,3.06,518.67,0.0,307976.82,3778314.38,65602.3,13.51,18.59,362828.0,75.37,17.95,67.55,67.13,3000.0,0.0,3806440.34,3843916.67,0.0
Morocco,2000,16779829.85,8039254.31,100.0,100,1.0,3.42,3.42,5.51,7.4,45232.0,24.98,69.64,1.13,4.25,3000.0,0.0,2670259.38,12440618.59,896496.68,13.1,15.02,499081.0,74.2,18.75,34.66,43.16,3000.0,0.0,12171045.81,13337081.23,34.03
Moldova,2000,1616553.43,831238.81,100.0,100,1.0,15.09,15.09,7.83,7.7,9524.0,61.48,22.07,3.36,13.09,348.86,0.0,23000.24,519064.7,41929.71,15.1,14.77,202716.0,71.48,18.73,73.28,135.23,3000.0,0.0,544239.76,560994.41,0.0
Madagascar,2000,1133675.49,940380.55,100.0,100,1.0,40.01,40.01,4.47,4.14,10347.0,15.07,81.87,0.14,2.93,350.0,0.0,220941.06,1369471.41,113115.97,14.64,17.4,212668.0,74.3,19.28,55.75,76.1,3000.0,0.0,1120770.34,1482587.38,0.0
Maldives,2000,421948.13,182388.22,100.0,100,1.0,-1.7,-1.7,9.44,6.16,2713.0,28.09,70.36,0.11,1.44,136.33,0.0,69.0,214181.45,7434.16,12.77,18.79,129560.0,76.06,18.44,141.98,120.97,3000.0,0.0,206991.4,221615.61,0.0
Mexico,2000,158354442.82,162409696.75,100.0,100,1.0,12.42,12.42,6.29,7.86,129528.0,52.64,42.89,1.27,3.2,3000.0,0.0,99919211.04,163741831.46,1001364.1,11.76,12.29,836996.0,72.58,20.12,21.99,25.21,3000.0,0.0,154185299.88,164743195.56,0.0
Marshall Islands,2000,871101.34,34382.57,100.0,100,,,,3.97,11.07,628.0,47.45,50.16,0.16,2.23,245.17,0.0,5.62,19192.69,7293.09,8.79,8.93,19436.0,64.39,32.23,66.24,38.22,688.07,0.0,8063.41,26485.78,0.0
North Macedonia,2000,3816053.74,1249630.69,100.0,100,1.0,8.58,8.58,6.41,5.03,18951.0,36.07,52.53,1.01,10.39,1153.67,0.0,48098.04,1403775.18,213759.61,13.02,13.43,371433.0,73.6,18.61,65.64,87.15,3000.0,0.0,1584531.39,1617534.79,0.0
Mali,2000,1082408.37,362408.81,100.0,100,1.0,-7.51,-7.51,5.23,2.81,8170.0,8.51,81.24,1.08,9.18,300.38,0.0,871.08,270644.13,62056.21,12.98,5.88,206844.0,70.78,20.4,86.05,137.18,3000.0,0.0,311961.68,332659.59,40.75
Malta,2000,4583327.35,2347820.69,100.0,100,1.0,9.41,9.41,11.52,3.58,7508.0,63.72,31.99,2.96,1.33,3000.0,0.0,375100.66,1533298.74,14968.72,12.05,5.1,225752.0,71.96,20.81,98.52,118.82,3000.0,0.0,1539638.54,1548267.46,0.0
Myanmar,2000,2846939.9,1985008.37,100.0,100,,,,10.45,6.83,12358.0,29.61,65.65,0.43,4.31,3000.0,0.0,63474.67,2376235.63,34996.09,14.51,15.47,277196.0,73.77,18.74,62.84,105.15,3000.0,0.0,2119090.53,2411231.72,0.0
Mongolia,2000,605191.02,510090.35,100.0,100,1.0,9.74,9.74,10.38,5.51,2350.0,60.89,29.19,0.09,9.83,787.8,0.0,272.4,449759.21,10851.67,14.13,9.71,92964.0,70.92,20.71,142.85,188.26,3000.0,0.0,459763.74,460609.73,1.16
Northern Mariana Islands,2000,239374.55,12712.37,100.0,100,,,,13.07,8.65,776.0,43.81,52.96,2.71,0.52,55.0,0.0,2.85,14681.66,1305.61,15.66,19.46,40395.0,73.42,21.36,156.44,115.21,3000.0,0.0,15971.21,15987.27,0.0
Mozambique,2000,1720038.45,634876.42,100.0,100,1.0,,,5.65,3.4,4980.0,17.25,76.63,0.96,5.16,245.17,0.0,21919.29,379166.82,228770.47,11.41,11.43,239995.0,71.01,22.27,137.87,185.74,3000.0,0.0,368873.3,607937.29,0.0
Mauritania,2000,889590.91,554093.08,100.0,100,1.0,,,6.98,3.81,4728.0,16.98,78.41,0.68,3.93,68.0,0.0,70558.44,784920.98,42444.16,13.33,8.51,100262.0,73.62,20.35,55.46,72.42,2600.12,0.0,678988.1,827365.14,0.0
Montserrat,2000,25704.31,2628.67,100.0,100,1.0,-0.63,-0.63,9.47,13.59,710.0,42.96,49.58,1.55,5.92,60.0,0.0,11.01,1494.04,1161.83,11.63,9.14,43976.0,66.77,26.47,227.32,191.27,3000.0,0.0,1814.45,2655.88,0.0
Mauritius,2000,2636165.62,1694948.01,100.0,100,1.0,-4.34,-4.34,9.77,8.16,17247.0,26.1,69.39,0.7,3.81,1289.58,0.0,884140.44,2585966.61,232623.91,12.86,22.45,459410.0,74.42,18.57,89.34,97.41,3000.0,0.0,2663432.91,2818590.52,0.0
Malawi,2000,509024.32,477242.1,100.0,100,1.0,-9.2,-9.2,11.43,11.82,3382.0,29.42,58.9,1.39,10.29,350.0,0.0,40174.45,614637.79,21440.03,13.78,19.28,139507.0,70.32,21.84,138.85,184.59,3000.0,0.0,503315.32,636077.82,0.0
Malaysia,2000,89003332.8,119005409.28,100.0,100,1.0,12.34,12.34,7.63,5.68,136223.0,59.17,37.97,0.89,1.97,3000.0,0.0,83265199.53,131309781.22,158034.69,11.81,7.34,858082.0,72.41,20.17,21.38,25.38,3000.0,0.0,124499881.9,131467377.08,438.82
Mayotte,2000,190445.01,4456.24,100.0,100,1.0,,,3.91,1.4,507.0,72.78,27.22,0.0,0.0,12.8,0.0,0.0,5352.58,3227.1,11.52,7.28,17651.0,70.66,25.06,110.06,38.86,787.8,0.0,8476.25,8579.68,0.0
Namibia,2000,411563.67,702542.3,100.0,100,1.0,,,8.21,8.01,6414.0,10.18,80.82,0.67,8.33,3000.0,0.0,15752.17,485890.87,498234.25,13.39,15.73,148506.0,71.17,21.83,62.92,99.1,3000.0,0.0,706522.28,984125.12,0.0
New Caledonia,2000,1355001.22,640480.02,100.0,100,1.0,0.46,0.46,6.38,0.61,2623.0,43.35,49.52,3.35,3.77,293.77,0.0,426.96,536259.89,307269.76,12.28,4.59,111297.0,70.09,21.38,149.68,212.35,3000.0,0.0,821364.65,843528.84,0.8
Niger,2000,506499.47,395826.48,100.0,100,1.0,-9.14,-9.14,6.9,3.64,4340.0,16.96,80.39,0.53,2.12,279.0,0.0,56.14,301339.32,182693.57,12.39,5.54,166171.0,70.38,21.16,126.77,197.1,3000.0,0.0,477139.74,484032.88,0.0
Norfolk Island,2000,21888.84,1523.46,100.0,100,,,,5.22,2.37,71.0,45.07,53.52,0.0,1.41,25.0,0.0,0.0,284.97,1101.25,12.15,12.74,8140.0,67.24,26.71,232.39,461.97,1823.89,0.0,876.26,1386.22,0.0
Nigeria,2000,11724684.44,22878809.42,100.0,100,1.0,13.92,13.92,9.75,2.33,12256.0,23.16,71.52,1.13,4.19,291.88,0.0,25475356.49,26769272.51,816464.48,12.35,4.32,312944.0,71.91,20.59,86.55,105.05,3000.0,0.0,27371674.84,27585736.99,0.0
Nicaragua,2000,1549791.97,986690.79,100.0,100,1.0,-0.07,-0.07,5.64,9.22,8283.0,36.85,57.62,1.5,4.03,1153.67,0.0,13987.94,1091489.64,65290.66,14.11,23.49,288149.0,71.48,19.94,111.13,187.13,3000.0,0.0,955557.45,1156776.47,3.83
Niue,2000,10198.05,3993.3,100.0,100,,,,8.04,4.85,116.0,44.83,46.55,0.0,8.62,449.98,0.0,0.0,235.95,427.83,14.04,17.09,13137.0,75.91,18.91,232.76,354.31,1289.58,0.0,623.73,663.78,0.0
Netherlands,2000,225632979.39,195372076.07,100.0,100,1.0,8.86,8.86,9.92,11.74,196506.0,60.91,34.06,2.32,2.71,3000.0,0.0,24516929.27,40143765.38,158797.02,11.8,11.77,894379.0,72.04,20.47,15.5,18.61,3000.0,0.0,36876517.1,40302534.65,27.76
Norway,2000,55043920.39,59441202.57,100.0,100,1.0,0.46,0.46,6.04,2.87,126819.0,64.17,31.64,0.95,3.24,3000.0,0.0,60589870.43,89191413.73,6521359.04,11.55,5.69,793667.0,72.76,20.27,20.94,22.7,3000.0,0.0,92934116.54,95712770.44,2.33
Nepal,2000,878644.61,739698.01,100.0,100,1.0,7.53,7.53,15.2,10.23,12185.0,26.41,70.76,0.63,2.2,296.07,0.0,280068.5,917762.5,13905.96,14.22,16.29,269106.0,74.92,17.42,73.48,95.72,3000.0,0.0,914691.77,931668.45,0.0
Nauru,2000,60807.41,35807.68,100.0,100,,,,13.78,4.23,1433.0,47.73,38.66,0.0,13.61,804.05,0.0,0.0,32674.66,2968.19,12.15,6.37,64396.0,70.51,21.17,143.48,230.57,3000.0,0.0,34938.25,35635.14,7.71
Neutral Zone,2000,0.0,12.94,,100,,,,6.11,8.53,40.0,42.5,57.5,0.0,0.0,30.0,0.0,0.0,233.78,50.22,7.89,6.93,4514.0,78.67,18.39,237.5,95.0,175.0,0.0,261.6,274.54,9.46
New Zealand,2000,13976178.03,14582767.73,100.0,100,1.0,-1.46,-1.46,7.65,22.54,70318.0,61.25,28.68,1.33,8.74,3000.0,0.0,4685821.24,16013829.48,381019.35,12.39,25.05,729241.0,72.56,19.88,34.13,44.32,3000.0,0.0,14659326.99,16394555.98,292.85
"Other Asia, nes",2000,179515071.77,169994941.69,100.0,100,,,,8.91,6.78,257151.0,72.87,23.07,1.25,2.81,3000.0,0.0,138462307.36,190114965.79,96951.69,11.52,7.46,879985.0,72.46,20.37,11.8,12.73,3000.0,0.0,182972803.36,190211890.2,27.28
Oman,2000,5029775.72,10146916.77,100.0,100,1.0,3.84,3.84,11.67,4.34,11538.0,59.25,35.77,1.14,3.84,3000.0,0.0,8934397.29,10121939.43,34715.07,13.33,4.82,326754.0,73.12,19.06,93.98,127.4,3000.0,0.0,10093736.09,10156654.5,0.0
Pakistan,2000,9158539.96,8643333.72,100.0,100,,,,10.27,12.02,50198.0,67.74,26.06,1.12,5.09,1289.58,0.0,3306697.98,10887541.08,48172.28,13.08,16.0,568002.0,73.95,18.47,37.36,48.39,3000.0,0.0,10160155.5,10935711.66,1.7
Panama,2000,18423899.16,2420604.8,100.0,100,1.0,-1.58,-1.58,10.01,14.63,36381.0,68.41,27.37,3.75,0.47,1441.66,0.0,1425878.86,2807738.19,60849.5,12.5,16.97,627970.0,73.71,19.14,57.09,66.32,3000.0,0.0,2616356.41,2868587.7,0.0
Pitcairn,2000,36512.41,2956.48,100.0,100,,,,6.87,24.73,417.0,52.04,47.0,0.24,0.72,143.41,0.0,8.47,3530.53,1343.84,12.76,24.42,20221.0,69.58,26.47,94.72,96.88,1289.58,0.0,4780.46,4874.37,0.0
Peru,2000,7469415.13,7373048.9,100.0,100,1.0,4.25,4.25,8.39,5.22,34024.0,54.51,40.1,1.38,4.01,3000.0,0.0,693253.43,8083387.19,49208.36,12.68,9.46,552629.0,73.53,19.09,54.29,65.5,3000.0,0.0,6568894.13,8132595.55,0.0
Philippines,2000,47426580.24,46808678.25,100.0,100,1.0,6.6,6.6,7.13,4.82,79025.0,55.77,39.89,0.89,3.44,3000.0,0.0,28373415.18,51768229.96,530138.57,12.09,6.9,696988.0,73.25,19.69,29.37,32.93,3000.0,0.0,51214063.06,52297348.52,1020.0
Palau,2000,52577.41,32633.74,100.0,100,,,,7.71,8.18,425.0,36.47,24.0,4.94,34.59,62.41,0.0,2.86,33000.35,418.33,11.76,16.45,21081.0,65.16,24.67,155.53,348.94,580.69,0.0,33028.97,33418.67,0.0
